id,unit_id,barrage_id,boost_id,hit_check_order
78,1004,7,1,121212111111111111
79,1004,7,2,1212121113131141411111
80,1004,7,3,12121211131311414151511616
81,1005,1,0,1111111
82,1005,1,1,121211111
83,1005,1,2,12121313111
84,1005,1,3,12121313145146156
85,1005,2,0,1111
86,1005,2,1,121211
87,1005,2,2,12121313
88,1005,2,3,124124613561356
89,1005,3,0,111111111111
90,1005,3,1,12121111111111
91,1005,3,2,1212113131111111
92,1005,3,3,1212113131141415151616
93,1005,4,0,111111
94,1005,4,1,12121111
95,1005,4,2,1212131311
96,1005,4,3,1212135135146146
97,1005,7,0,1111111111111
98,1005,7,1,121211111111111
99,1005,7,2,12121131311111111
100,1005,7,3,12121131311141415151616
101,1006,1,0,11111111
102,1006,1,1,1212111111
103,1006,1,2,121213131111
104,1006,1,3,121213131414156156
105,1006,2,0,11111
106,1006,2,1,1212111
107,1006,2,2,121213131
108,1006,2,3,124125135136146
109,1006,3,0,1111111111111
110,1006,3,1,12121211313111414111
111,1006,3,2,121212113131114141151
112,1006,3,3,1212121131311141411516
113,1006,4,0,111111111
114,1006,4,1,1212113114111
115,1006,4,2,12121131141151
116,1006,4,3,121211311411516
117,1006,7,0,11111
118,1006,7,1,12131411
119,1006,7,2,121314151
120,1006,7,3,1213141516
121,1007,1,0,1111111
122,1007,1,1,121211111
123,1007,1,2,12121313111
124,1007,1,3,12121313145146156
125,1007,2,0,111
126,1007,2,1,1211
127,1007,2,2,121313
128,1007,2,3,124513461356
129,1007,3,0,1111111111111
130,1007,3,1,12121313111111111
131,1007,3,2,1212131311141115111
132,1007,3,3,12121313111411151116
133,1007,4,0,111111111
134,1007,4,1,1212131311111
135,1007,4,2,121213131141151
136,1007,4,3,1212131311411516
137,1007,7,0,1111111111111
138,1007,7,1,1212121213131313141414141
139,1007,7,2,1212121213131313145145141415
140,1007,7,3,1212121213131313145145146146156
141,1008,1,0,11111
142,1008,1,1,1213111
143,1008,1,2,121314151
144,1008,1,3,1213141516
145,1008,2,0,11
146,1008,2,1,1213
147,1008,2,2,124135
148,1008,2,3,1241356
149,1008,3,0,1111111111111
150,1008,3,1,12121313111111111
151,1008,3,2,1212131311141115111
152,1008,3,3,12121313111411151116
153,1008,4,0,11111
154,1008,4,1,1213111
155,1008,4,2,121314151
156,1008,4,3,1213141516
157,1008,7,0,1111111111111111
158,1008,7,1,1212121313131111111111
159,1008,7,2,12121213131311411411511511
160,1008,7,3,121212131313114114115115116
161,1009,1,0,1111111
162,1009,1,1,121211111
163,1009,1,2,1212131314141
164,1009,1,3,12121313145146156
165,1009,2,0,111
166,1009,2,1,1211
167,1009,2,2,12413413
168,1009,2,3,124513461356
169,1009,3,0,11111111111111
170,1009,3,1,1212111111111111
171,1009,3,2,121211131311111111
172,1009,3,3,121211131314141151511616
173,1009,4,0,11111111
174,1009,4,1,121111111
175,1009,4,2,1213111111
176,1009,4,3,1213114115116
177,1009,7,0,111111111111111111
178,1009,7,1,112112112111111111111
179,1009,7,2,112112112131313111111111
180,1009,7,3,112112112131313141414151515161616
181,1010,1,0,11111
182,1010,1,1,121213131
183,1010,1,2,1241251351314
184,1010,1,3,124125135136146
185,1010,2,0,11
186,1010,2,1,1213
187,1010,2,2,12451345
188,1010,2,3,1245613456
189,1010,3,0,111111111111111
190,1010,3,1,121121121131131131111
191,1010,3,2,121121121131131131414151
192,1010,3,3,1211211211311311314141516
193,1010,4,0,11111111
194,1010,4,1,121213131111
195,1010,4,2,1212131314141515
196,1010,4,3,121213131414156156
197,1010,7,0,11111111111111111111
198,1010,7,1,121212121213131313131111111111
199,1010,7,2,12121212121313131313141414141515151511
200,1010,7,3,12121212121313131313141414141515151561616
201,1011,1,0,111111
202,1011,1,1,1212131311
203,1011,1,2,12125135131414
204,1011,1,3,1212513513146146
205,1011,2,0,1
206,1011,2,1,123
207,1011,2,2,12345
208,1011,2,3,123456
209,1011,3,0,1111111111
210,1011,3,1,121212131311111
211,1011,3,2,1212121313141415151
212,1011,3,3,121212131314141515166
213,1011,4,0,11111111
214,1011,4,1,121213131111
215,1011,4,2,1212131314141515
216,1011,4,3,121213131414156156
217,1011,7,0,111111111111111
218,1011,7,1,12121213131111111111
219,1011,7,2,12121213131111414111511
220,1011,7,3,121212131311114141115116
221,1012,1,0,11111
222,1012,1,1,12412131314
223,1012,1,2,1241251351314
224,1012,1,3,124125135136146
225,1012,2,0,111
226,1012,2,1,123124134
227,1012,2,2,12351245134
228,1012,2,3,1235124513466
229,1012,3,0,1111111111
230,1012,3,1,1212131314141111
231,1012,3,2,12121313141411511
232,1012,3,3,121213131414115116
233,1012,4,0,1111111
234,1012,4,1,1212131314141
235,1012,4,2,121213131414515
236,1012,4,3,1212131314145156
237,1012,7,0,1111111111111
238,1012,7,1,12121213113111414111
239,1012,7,2,121212131131114141151
240,1012,7,3,1212121311311141411516
241,1013,1,0,11111111
242,1013,1,1,12121313141411
243,1013,1,2,1212131314141515
244,1013,1,3,121213131414156156
245,1013,2,0,11111
246,1013,2,1,12412131314
247,1013,2,2,1241251351314
248,1013,2,3,124125135136146
249,1013,3,0,111111111111
250,1013,3,1,12121113131141111
251,1013,3,2,121211131311411511
252,1013,3,3,1212111313114115116
253,1013,4,0,11111111
254,1013,4,1,1212111111
255,1013,4,2,12121313141411
256,1013,4,3,121213131414156156
257,1013,7,0,1111111111111111
258,1013,7,1,1212121211131313114141111
259,1013,7,2,121212121113131311414115151
260,1013,7,3,1212121211131313114141151516
261,1014,1,0,11111
262,1014,1,1,12121211
263,1014,1,2,12312412413413
264,1014,1,3,1235124512451346613566
265,1014,2,0,1111
266,1014,2,1,12111
267,1014,2,2,124131314
268,1014,2,3,1241351351466
269,1014,3,0,1111111111
270,1014,3,1,121211111111
271,1014,3,2,1212131314141111
272,1014,3,3,12121313141415151616
273,1014,4,0,11111
274,1014,4,1,1212111
275,1014,4,2,12412131314
276,1014,4,3,124125135136146
277,1014,7,0,1111111111111111
278,1014,7,1,1212121111111111111
279,1014,7,2,121212113131311414111111
280,1014,7,3,1212121131313114141151511616
281,1015,1,0,11111
282,1015,1,1,12412131314
283,1015,1,2,1241251351314
284,1015,1,3,124125135136146
285,1015,2,0,111
286,1015,2,1,124123134
287,1015,2,2,12451235134
288,1015,2,3,1245123513466
289,1015,3,0,1111111111
290,1015,3,1,1212121313131414141
291,1015,3,2,121212131313141451415
292,1015,3,3,12121213131314145146156
293,1015,4,0,1
294,1015,4,1,12
295,1015,4,2,12344
296,1015,4,3,123445566
297,1015,7,0,11111111111111
298,1015,7,1,12121211313114111111
299,1015,7,2,121212113131141115111
300,1015,7,3,1212121131311411151116
301,1016,1,0,111111
302,1016,1,1,121212131313
303,1016,1,2,12451245124134135135
304,1016,1,3,124512451246134613561356
305,1016,2,0,111
306,1016,2,1,1231213
307,1016,2,2,12351245134
308,1016,2,3,1235124513466
309,1016,3,0,1111111111
310,1016,3,1,12121313111111
311,1016,3,2,1212131311411511
312,1016,3,3,12121313114115116
313,1016,4,0,1111111
314,1016,4,1,12121313111
315,1016,4,2,1212131314151
316,1016,4,3,12121313141516
317,1016,7,0,111111111111111
318,1016,7,1,121212113131311111111
319,1016,7,2,121212113131311411411511
320,1016,7,3,1212121131313114114115116
321,1017,1,0,111111
322,1017,1,1,12121111
323,1017,1,2,1212131311
324,1017,1,3,1241251351351461466
325,1017,2,0,1111
326,1017,2,1,12111
327,1017,2,2,121311
328,1017,2,3,121314156
329,1017,3,0,1111111111111
330,1017,3,1,121112111111111
331,1017,3,2,12111211313111111
332,1017,3,3,12111211313141415151616
333,1017,4,0,111111111
334,1017,4,1,12121111111
335,1017,4,2,1212131311111
336,1017,4,3,1212131314141515166
337,1017,7,0,111111111111111111
338,1017,7,1,121212111111111111111
339,1017,7,2,121212131313111111111111
340,1017,7,3,121212131313111414141151515161616
341,1018,1,0,111111
342,1018,1,1,12121111
343,1018,1,2,1212131311
344,1018,1,3,1241251351351461466
345,1018,2,0,1111
346,1018,2,1,12111
347,1018,2,2,1213131
348,1018,2,3,1241351351466
349,1018,3,0,11111111111
350,1018,3,1,1212111111111
351,1018,3,2,121211313111111
352,1018,3,3,121211313141415151616
353,1018,4,0,1111111
354,1018,4,1,121211111
355,1018,4,2,12121313111
356,1018,4,3,12121313145146156
357,1018,7,0,111111111111111
358,1018,7,1,12121111111111111
359,1018,7,2,1212113131111111111
360,1018,7,3,1212113131141141115151616
361,1019,1,0,1111111
362,1019,1,1,121211111
363,1019,1,2,12121313111
364,1019,1,3,12121313145146156
365,1019,2,0,11111
366,1019,2,1,121111
367,1019,2,2,1213111
368,1019,2,3,1213141516
369,1019,3,0,111111111111
370,1019,3,1,12121111111111
371,1019,3,2,1212113131111111
372,1019,3,3,1212113131141415151616
373,1019,4,0,111111111
374,1019,4,1,12121111111
375,1019,4,2,1212131311111
376,1019,4,3,1212131314141515166
377,1019,7,0,1111111111111111
378,1019,7,1,1212121111111111111
379,1019,7,2,1212121313131111111111
380,1019,7,3,1212121313131141414151515161616
381,1020,1,0,11111
382,1020,1,1,1212111
383,1020,1,2,12412131314
384,1020,1,3,124125135136146
385,1020,2,0,1111
386,1020,2,1,121211
387,1020,2,2,1241241313
388,1020,2,3,12412413561356
389,1020,3,0,11111111
390,1020,3,1,1212111111
391,1020,3,2,12121313141411
392,1020,3,3,121213131414156156
393,1020,4,0,1111111
394,1020,4,1,121211111
395,1020,4,2,1212131314141
396,1020,4,3,12121313145146156
397,1020,7,0,1111111111111111
398,1020,7,1,1212121111111111111
399,1020,7,2,121212131313141411111111
400,1020,7,3,1212121313131414115115116116
401,1021,1,0,111111
402,1021,1,1,121213131414
403,1021,1,2,1212131314514
404,1021,1,3,12121313145146
405,1021,2,0,11
406,1021,2,1,12341234
407,1021,2,2,1234512345
408,1021,2,3,123456123456
409,1021,3,0,111111111
410,1021,3,1,121212131313141414
411,1021,3,2,121212135135135141414
412,1021,3,3,121212135135135146146146
413,1021,4,0,1111111
414,1021,4,1,1212131314141
415,1021,4,2,121213131414515
416,1021,4,3,1212131314145156
417,1021,7,0,11111111111111
418,1021,7,1,1212121313131141411111
419,1021,7,2,121212131313114141151511
420,1021,7,3,1212121313131141411515116
421,1022,1,0,11111
422,1022,1,1,12412131314
423,1022,1,2,1241251351314
424,1022,1,3,124125135136146
425,1022,2,0,111
426,1022,2,1,123124134
427,1022,2,2,12351245134
428,1022,2,3,1235124513466
429,1022,3,0,11111111111
430,1022,3,1,121212131311414111
431,1022,3,2,1212121313114141151
432,1022,3,3,12121213131141411516
433,1022,4,0,11111111
434,1022,4,1,1212131314111
435,1022,4,2,12121313141151
436,1022,4,3,121213131411516
437,1022,7,0,11111111111111
438,1022,7,1,12121211313111411111
439,1022,7,2,121212113131114111511
440,1022,7,3,1212121131311141115116
441,1023,1,0,111
442,1023,1,1,121314
443,1023,1,2,1213514
444,1023,1,3,12135146
445,1023,2,0,1
446,1023,2,1,1234
447,1023,2,2,12345
448,1023,2,3,123456
449,1023,3,0,(empty)
450,1023,3,1,(empty)
451,1023,3,2,(empty)
452,1023,3,3,(empty)
453,1023,4,0,1111111111
454,1023,4,1,121213131411111
455,1023,4,2,1212131314111511
456,1023,4,3,12121313141115116
457,1023,7,0,(empty)
458,1023,7,1,(empty)
459,1023,7,2,(empty)
460,1023,7,3,(empty)
461,1024,1,0,111111
462,1024,1,1,12121111
463,1024,1,2,1212131311
464,1024,1,3,1241251351351461466
465,1024,2,0,111
466,1024,2,1,1211
467,1024,2,2,12131
468,1024,2,3,12413561456
469,1024,3,0,111111111111
470,1024,3,1,12121111111111
471,1024,3,2,121211313114141111
472,1024,3,3,12121131311414115116
473,1024,4,0,1111111
474,1024,4,1,121211111
475,1024,4,2,12121313111
476,1024,4,3,12121313145146156
477,1024,7,0,11111111111111111
478,1024,7,1,12121211111111111111
479,1024,7,2,1212121131313111141411111
480,1024,7,3,12121211313131111414115151616
481,1025,1,0,111111
482,1025,1,1,12121111
483,1025,1,2,121213131414
484,1025,1,3,125125135136146146
485,1025,2,0,11
486,1025,2,1,1212
487,1025,2,2,123441234
488,1025,2,3,1234456612345566
489,1025,3,0,11111111
490,1025,3,1,121111111
491,1025,3,2,12131141111
492,1025,3,3,1213114115116
493,1025,4,0,111111
494,1025,4,1,1211111
495,1025,4,2,121311411
496,1025,4,3,12131141516
497,1025,7,0,1111111111111111
498,1025,7,1,1121212111111111111
499,1025,7,2,112121211313131141411111
500,1025,7,3,1121212113131311414115151616
501,1026,1,0,11111
502,1026,1,1,121213131
503,1026,1,2,1241251351314
504,1026,1,3,124125135136146
505,1026,2,0,1111
506,1026,2,1,12121313
507,1026,2,2,124124135135
508,1026,2,3,12412413561356
509,1026,3,0,111111111111
510,1026,3,1,12121211313111111
511,1026,3,2,12121211313111414151
512,1026,3,3,121212113131114141516
513,1026,4,0,11111111
514,1026,4,1,121213131111
515,1026,4,2,1212131314141515
516,1026,4,3,121213131414156156
517,1026,7,0,111111111111111
518,1026,7,1,12121213131111111111
519,1026,7,2,12121213131114141115111
520,1026,7,3,121212131311141411151116
521,1029,1,0,11111
522,1029,1,1,1212111
523,1029,1,2,12412131314
524,1029,1,3,124125135136146
525,1029,2,0,111
526,1029,2,1,12121
527,1029,2,2,123124134
528,1029,2,3,12351245613466
529,1029,3,0,111111111
530,1029,3,1,12121111111
531,1029,3,2,121213131414111
532,1029,3,3,1212131314141515166
533,1029,4,0,111111
534,1029,4,1,12121111
535,1029,4,2,121213131414
536,1029,4,3,1212135135146146
537,1029,7,0,11111111111111111
538,1029,7,1,12121211111111111111
539,1029,7,2,1212121131131311141411111
540,1029,7,3,12121211311313111414151151616
541,1030,1,0,1111111
542,1030,1,1,12121313111
543,1030,1,2,121213131414515
544,1030,1,3,1212131314145156
545,1030,2,0,111
546,1030,2,1,1231213
547,1030,2,2,12351245134
548,1030,2,3,1235124513466
549,1030,3,0,1111111111
550,1030,3,1,1212121313131111
551,1030,3,2,12121213131314141515
552,1030,3,3,1212121313131414156156
553,1030,4,0,111111
554,1030,4,1,1212131311
555,1030,4,2,12121351351414
556,1030,4,3,1212135135146146
557,1030,7,0,111111111111111
558,1030,7,1,12121212131313131111111
559,1030,7,2,12121212131313131414141515151
560,1030,7,3,12121212131313131414141515156166
561,1031,1,0,111
562,1031,1,1,12121
563,1031,1,2,1231213
564,1031,1,3,12345124566134566
565,1031,2,0,11111
566,1031,2,1,121111
567,1031,2,2,12131311
568,1031,2,3,12135135146146
569,1031,3,0,1
570,1031,3,1,12
571,1031,3,2,1233
572,1031,3,3,12334455666
573,1031,4,0,(empty)
574,1031,4,1,(empty)
575,1031,4,2,(empty)
576,1031,4,3,(empty)
577,1031,7,0,(empty)
578,1031,7,1,(empty)
579,1031,7,2,(empty)
580,1031,7,3,(empty)
581,1032,1,0,1111111
582,1032,1,1,1212121111
583,1032,1,2,1212121313131
584,1032,1,3,124124125135135613561466
585,1032,2,0,111
586,1032,2,1,1211
587,1032,2,2,121313
588,1032,2,3,124513461356
589,1032,3,0,111111111111
590,1032,3,1,12112111111111
591,1032,3,2,1211211313111111
592,1032,3,3,1211211313141415151616
593,1032,4,0,11111
594,1032,4,1,1212111
595,1032,4,2,12412131314
596,1032,4,3,124125135136146
597,1032,7,0,1111111111111111
598,1032,7,1,1212121111111111111
599,1032,7,2,121212111313131141411111
600,1032,7,3,1212121113131311414115151616
601,1033,1,0,111111
602,1033,1,1,12121111
603,1033,1,2,121213131414
604,1033,1,3,1212135135146146
605,1033,2,0,11
606,1033,2,1,121
607,1033,2,2,1234134
608,1033,2,3,12345134566
609,1033,3,0,11111111111
610,1033,3,1,1212111111111
611,1033,3,2,12121131314141111
612,1033,3,3,121211313141415151616
613,1033,4,0,111111
614,1033,4,1,12121111
615,1033,4,2,121213131414
616,1033,4,3,1212135135146146
617,1033,7,0,11111111111111
618,1033,7,1,1212111111111111
619,1033,7,2,12121113131141411111
620,1033,7,3,12121113131141411515116
621,1034,1,0,111111111
622,1034,1,1,1212131311111
623,1034,1,2,121213131141151
624,1034,1,3,1212131311411516
625,1034,2,0,1111
626,1034,2,1,12121313
627,1034,2,2,124124135135
628,1034,2,3,12412413561356
629,1034,3,0,1111111111111
630,1034,3,1,1212121313131111111
631,1034,3,2,121212131313141414151511
632,1034,3,3,12121213131314141415151616
633,1034,4,0,111111111
634,1034,4,1,12121213131111
635,1034,4,2,121212131314141515
636,1034,4,3,12121213131414156156
637,1034,7,0,111111111111111
638,1034,7,1,12121211131311111111
639,1034,7,2,12121211131311141411511
640,1034,7,3,121212111313111414115116
641,1035,1,0,11111111
642,1035,1,1,121213131111
643,1035,1,2,1212131314141515
644,1035,1,3,12121313141415156
645,1035,2,0,111
646,1035,2,1,1231213
647,1035,2,2,12351245134
648,1035,2,3,1235124513466
649,1035,3,0,111111111111111
650,1035,3,1,121212111313131111111
651,1035,3,2,1212121113131311414115151
652,1035,3,3,12121211131313114141151516
653,1035,4,0,111111111
654,1035,4,1,1212113131111
655,1035,4,2,121211313114151
656,1035,4,3,1212113131141516
657,1035,7,0,11111111111111
658,1035,7,1,1212121113131111111
659,1035,7,2,1212121113131114141151
660,1035,7,3,12121211131311141411516
661,1036,1,0,11111
662,1036,1,1,121213131
663,1036,1,2,1241251351314
664,1036,1,3,124125135136146
665,1036,2,0,1111
666,1036,2,1,12121313
667,1036,2,2,124124135135
668,1036,2,3,12412413561356
669,1036,3,0,111111111111111
670,1036,3,1,12121212131313131111111
671,1036,3,2,12121212131313131414141515151
672,1036,3,3,12121212131313131414141515156166
673,1036,4,0,1111111111
674,1036,4,1,121212131311111
675,1036,4,2,1212121313141415151
676,1036,4,3,121212131314141515166
677,1036,7,0,11111111111111111
678,1036,7,1,1212121213131313111111111
679,1036,7,2,12121212131313131414141415151511
680,1036,7,3,12121212131313131414141415151516166
681,1037,1,0,111111111
682,1037,1,1,12121111111
683,1037,1,2,1212131311111
684,1037,1,3,1212131314141515166
685,1037,2,0,11
686,1037,2,1,1212
687,1037,2,2,123123
688,1037,2,3,12345561234566
689,1037,3,0,11111111111111
690,1037,3,1,1212111111111111
691,1037,3,2,121213131111111111
692,1037,3,3,121213131114141151511616
693,1037,4,0,111111
694,1037,4,1,12121111
695,1037,4,2,1212131311
696,1037,4,3,1212135135146146
697,1037,7,0,11111111111111111111
698,1037,7,1,12121211111111111111111
699,1037,7,2,12121211313131111111111111
700,1037,7,3,12121211313131111414141151515161616
701,1038,1,0,111111
702,1038,1,1,121212131313
703,1038,1,2,12412412413451355135
704,1038,1,3,124124124134513556135666
705,1038,2,0,111
706,1038,2,1,1231213
707,1038,2,2,12351245134
708,1038,2,3,1235124513466
709,1038,3,0,111111111111111
710,1038,3,1,12121213111311111111
711,1038,3,2,1212121311131114111511
712,1038,3,3,12121213111311141115116
713,1038,4,0,111111111
714,1038,4,1,1212131311111
715,1038,4,2,121213131415111
716,1038,4,3,1212131314151116
717,1038,7,0,1111111111111111
718,1038,7,1,1212121113131311111111
719,1038,7,2,12121211131313111414151511
720,1038,7,3,121212111313131114141515116
721,1039,1,0,111111
722,1039,1,1,12121111
723,1039,1,2,1212131311
724,1039,1,3,1241251351351461466
725,1039,2,0,11
726,1039,2,1,1212
727,1039,2,2,123123
728,1039,2,3,12345561234566
729,1039,3,0,111111111111111
730,1039,3,1,12121111111111111
731,1039,3,2,1212111313111111111
732,1039,3,3,1212111313111141415151616
733,1039,4,0,11111111
734,1039,4,1,1212111111
735,1039,4,2,121213131111
736,1039,4,3,1212131314141516
737,1039,7,0,111111111111111111
738,1039,7,1,121212111111111111111
739,1039,7,2,121212111313131111111111
740,1039,7,3,121212111313131141414151515161616
741,1040,1,0,1111111
742,1040,1,1,121211111
743,1040,1,2,12121313111
744,1040,1,3,12121313145146156
745,1040,2,0,111
746,1040,2,1,1211
747,1040,2,2,12131
748,1040,2,3,1251351466
749,1040,3,0,11111111111111
750,1040,3,1,121212121111111111
751,1040,3,2,1212121213131313111111
752,1040,3,3,121212121313135135145146146146156156
753,1040,4,0,1111111111
754,1040,4,1,121211111111
755,1040,4,2,12121313111111
756,1040,4,3,12121313141415151616
757,1040,7,0,111111111111111111
758,1040,7,1,121212111111111111111
759,1040,7,2,121212113131311111111111
760,1040,7,3,121212113131311141414151515161616
761,1042,1,0,1111111111
762,1042,1,1,12121213131414111
763,1042,1,2,121212131314141151
764,1042,1,3,1212121313141411516
765,1042,2,0,111
766,1042,2,1,1211
767,1042,2,2,12313414
768,1042,2,3,123134551466
769,1042,3,0,111111111111
770,1042,3,1,121212111111111
771,1042,3,2,121212131314141515111
772,1042,3,3,12121213131414151511616
773,1042,4,0,111111
774,1042,4,1,121213131414
775,1042,4,2,12121351351414
776,1042,4,3,1212135135146146
777,1042,7,0,111111111111111
778,1042,7,1,121212131313111111111
779,1042,7,2,121212131313141414111111
780,1042,7,3,1212121313131414141151511616
781,1043,1,0,111111
782,1043,1,1,12211111
783,1043,1,2,122113314411
784,1043,1,3,1221133144155166
785,1043,2,0,1111
786,1043,2,1,12111
787,1043,2,2,12131415
788,1043,2,3,121314156
789,1043,3,0,11111111
790,1043,3,1,12122133134144111
791,1043,3,2,12122133134144155151
792,1043,3,3,12122133134144155156166
793,1043,4,0,111
794,1043,4,1,1221331
795,1043,4,2,12241334155
796,1043,4,3,1224133415566
797,1043,7,0,111111111111111111
798,1043,7,1,1212121211111111111111
799,1043,7,2,121212121313131314141414111111
800,1043,7,3,12121212131313131414141415151515166166
801,1044,1,0,111111
802,1044,1,1,121213131414
803,1044,1,2,12121351351414
804,1044,1,3,1212135135146146
805,1044,2,0,11
806,1044,2,1,12341
807,1044,2,2,123415
808,1044,2,3,1234156
809,1044,3,0,111111111111111
810,1044,3,1,12121213131111111111
811,1044,3,2,1212121313141111511111
812,1044,3,3,12121213131411115111116
813,1044,4,0,11
814,1044,4,1,123123
815,1044,4,2,1234512345
816,1044,4,3,123456123456
817,1044,7,0,111111111111
818,1044,7,1,121212111111111
819,1044,7,2,1212121313131414151511
820,1044,7,3,121212131313141415151616
821,1045,1,0,11111
822,1045,1,1,1212111
823,1045,1,2,121213131
824,1045,1,3,124125135136146
825,1045,2,0,11111
826,1045,2,1,1212111
827,1045,2,2,121213131
828,1045,2,3,124125135136146
829,1045,3,0,11111111
830,1045,3,1,1212111111
831,1045,3,2,12121313141411
832,1045,3,3,121213131414156156
833,1045,4,0,1111111
834,1045,4,1,121211111
835,1045,4,2,1212131314141
836,1045,4,3,12121313145146156
837,1045,7,0,111111111111111111
838,1045,7,1,1212121212131313131311111111
839,1045,7,2,121212121213131313131414141414111
840,1045,7,3,1212121212131313131314141414514515615661566
841,1046,1,0,11111
842,1046,1,1,1212111
843,1046,1,2,1212413513514
844,1046,1,3,121241351351466
845,1046,2,0,1111
846,1046,2,1,12121313
847,1046,2,2,1241241313
848,1046,2,3,12412413551366
849,1046,3,0,111111111
850,1046,3,1,12121111111
851,1046,3,2,12121313141415151
852,1046,3,3,1212131314141515166
853,1046,4,0,1111111
854,1046,4,1,12121313111
855,1046,4,2,1212131314141
856,1046,4,3,12121313145146156
857,1046,7,0,111111111111
858,1046,7,1,1212121211111111
859,1046,7,2,1212121211133133144144155155
860,1046,7,3,12121212111331331441441556615566
861,1047,1,0,111111
862,1047,1,1,121213131414
863,1047,1,2,12121351351414
864,1047,1,3,1212135135146146
865,1047,2,0,1111
866,1047,2,1,12111
867,1047,2,2,121311
868,1047,2,3,121314156
869,1047,3,0,1111111
870,1047,3,1,1212121111
871,1047,3,2,1212121313131
872,1047,3,3,121241241356135613561456
873,1047,4,0,111111111111
874,1047,4,1,12121213131314141111
875,1047,4,2,1212121313131414151511
876,1047,4,3,12121213131314141515116
877,1047,7,0,111111111111111
878,1047,7,1,1212121211111111111
879,1047,7,2,12121212131313131111111
880,1047,7,3,1212121213131313141414141556155615666
881,1048,1,0,1111
882,1048,1,1,121311
883,1048,1,2,12131415
884,1048,1,3,121314156
885,1048,2,0,111111
886,1048,2,1,12121111
887,1048,2,2,121213131414
888,1048,2,3,1212135135146146
889,1048,3,0,111111111111111
890,1048,3,1,1212121211111111111
891,1048,3,2,121212121131313131414141411
892,1048,3,3,12121212113131313141451451461561566
893,1048,4,0,1111111111111
894,1048,4,1,1212121313131111111
895,1048,4,2,121212131313141414151511
896,1048,4,3,12121213131314141415151616
897,1048,7,0,1111111111
898,1048,7,1,121211111111
899,1048,7,2,121213131414151511
900,1048,7,3,12121313141415151616
901,1049,1,0,1111
902,1049,1,1,12111
903,1049,1,2,1213141
904,1049,1,3,121314156
905,1049,2,0,1111
906,1049,2,1,121311
907,1049,2,2,12131415
908,1049,2,3,121314156
909,1049,3,0,111111111
910,1049,3,1,1212131311111
911,1049,3,2,12121313141415151
912,1049,3,3,1212131314141515166
913,1049,4,0,1111111111
914,1049,4,1,1212121111111
915,1049,4,2,1212121313131414141
916,1049,4,3,1212121313131451451461566
917,1049,7,0,11111111111111111111
918,1049,7,1,12121213131311111111111111
919,1049,7,2,1212121313131111111111414111
920,1049,7,3,1212121313131111111111414151516
921,1050,1,0,111111
922,1050,1,1,121213131414
923,1050,1,2,12121313514514
924,1050,1,3,121213135145146
925,1050,2,0,1111
926,1050,2,1,12111
927,1050,2,2,121311
928,1050,2,3,121314156
929,1050,3,0,11111111111111
930,1050,3,1,12121211111111111
931,1050,3,2,121212113131414111111
932,1050,3,3,1212121131314141151511616
933,1050,4,0,11111111
934,1050,4,1,1212121213131313
